cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00170,2022-09-20,Account Management,I have been trying to get this resolved for two weeks now.,3,14,1,1
C00170,2024-03-19,Billing,I would like to know my current contract end date.,1,7,0,0
C00170,2022-04-20,Technical,My bill was slightly higher than I expected this month.,2,1,0,1
C00172,2022-11-09,Outage,I am not satisfied with how my previous complaint was handled.,3,17,0,1
C00172,2024-03-28,Technical,Nobody in your company seems to take responsibility for anything.,4,20,0,0
C00172,2022-03-14,Outage,My meter reading submission didn't go through on the first try.,2,4,1,0
C00172,2022-12-26,Service Quality,I am not satisfied with how my previous complaint was handled.,3,9,0,1
C00174,2024-05-04,Technical,I want to switch to paperless billing.,1,3,0,1
C00174,2022-07-02,Billing,My meter reading submission didn't go through on the first try.,2,3,0,1
C00175,2023-07-04,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,18,1,1
C00175,2023-07-18,Service Quality,My bill was slightly higher than I expected this month.,2,9,1,1
C00175,2023-03-03,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,7,0,1
C00175,2024-12-09,Account Management,My bill has errors and I have had to call twice about the same issue.,3,12,1,1
C00177,2024-06-25,Account Management,The email confirmation for my account change took two days to arrive.,2,7,0,0
C00178,2024-07-10,Outage,Quick question about the new tariff letter I received.,1,6,1,1
C00178,2023-01-24,Service Quality,I need to change my contact phone number on the account.,1,9,0,1
C00178,2023-05-21,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,18,1,1
C00179,2024-04-17,Meter Reading,The level of service I am receiving is completely unacceptable.,4,24,1,1
C00179,2024-12-08,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,15,0,0
C00179,2024-01-22,Outage,Could you send me a copy of last month's bill?,1,3,0,1
C00180,2024-10-06,Service Quality,I need to change my contact phone number on the account.,1,7,1,1
C00180,2024-01-07,Meter Reading,Could you send me a copy of last month's bill?,1,7,0,1
C00180,2023-09-11,Technical,I would like to know my current contract end date.,1,8,0,1
C00182,2023-12-23,Outage,I was on hold for about 20 minutes which felt long.,2,5,0,1
C00183,2023-09-20,Service Quality,Response time was a bit slower than last time I called.,2,2,1,1
C00183,2022-12-24,Account Management,The customer service agent I spoke to was not very helpful.,3,19,0,0
C00184,2024-06-23,Account Management,Your company has overcharged me for months and nobody will fix it.,5,12,1,0
C00185,2024-08-19,Billing,I would like to know my current contract end date.,1,1,0,1
C00185,2022-07-14,Billing,This is the third billing error in a row. I am losing patience.,4,20,1,1
C00185,2024-02-13,Account Management,This is the third billing error in a row. I am losing patience.,4,2,1,1
C00185,2024-10-21,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,20,0,1
C00185,2024-06-14,Billing,I need to change my contact phone number on the account.,1,5,0,1
C00185,2023-12-06,Account Management,The email confirmation for my account change took two days to arrive.,2,2,0,1
C00186,2022-05-01,Meter Reading,My meter reading submission didn't go through on the first try.,2,12,0,1
C00186,2022-09-04,Account Management,I would like to check my current balance please.,1,2,0,1
C00187,2024-03-15,Meter Reading,Quick question about the new tariff letter I received.,1,7,0,1
C00187,2024-12-24,Billing,My meter reading submission didn't go through on the first try.,2,3,0,1
C00189,2024-08-09,Outage,The rate increase was not communicated clearly and came as a surprise.,3,14,1,1
C00189,2022-09-26,Technical,I want to switch to paperless billing.,1,1,0,1
C00190,2022-07-10,Meter Reading,I want a full refund and I am cancelling everything today.,5,11,0,0
C00191,2022-02-02,Billing,I need to change my contact phone number on the account.,1,9,0,1
C00191,2023-08-11,Outage,The technician arrived a bit late but did a good job.,2,9,0,0
C00191,2022-10-24,Service Quality,I would like to check my current balance please.,1,7,0,1
C00192,2024-04-13,Outage,I want a full refund and I am cancelling everything today.,5,29,1,0
C00193,2022-08-13,Billing,Response time was a bit slower than last time I called.,2,14,0,1
C00195,2023-04-01,Technical,Can you confirm my direct debit amount?,1,4,1,1
C00196,2024-04-20,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,17,0,1
C00197,2022-07-17,Account Management,I have escalated this complaint twice and it is still not resolved.,4,20,1,1
C00197,2023-02-25,Service Quality,I had trouble navigating the new online portal at first.,2,9,0,1
C00197,2024-03-13,Account Management,The customer service agent I spoke to was not very helpful.,3,15,0,0
C00199,2022-11-19,Billing,My power has been out for two days and nobody has given me an update.,4,8,1,0
C00200,2023-01-12,Billing,The level of service I am receiving is completely unacceptable.,4,17,1,1
C00201,2024-05-05,Billing,I am very unhappy with the service. My complaint from last month is still open.,4,19,0,1
C00202,2024-06-09,Service Quality,I have been without power for five days and your team does not care at all.,5,14,1,1
C00202,2023-03-09,Account Management,Nobody in your company seems to take responsibility for anything.,4,9,1,0
C00203,2023-09-01,Service Quality,I was treated rudely on my last call and I want this addressed.,4,4,1,0
C00204,2024-12-05,Technical,I am considering switching providers if this is not fixed immediately.,4,10,1,0
C00205,2024-12-04,Outage,I would like to know my current contract end date.,1,4,0,1
C00205,2024-11-19,Meter Reading,The technician arrived a bit late but did a good job.,2,7,0,1
C00206,2024-10-01,Technical,The customer service agent I spoke to was not very helpful.,3,12,1,1
C00206,2024-05-09,Account Management,The online chat bot could not help me and I had to call anyway.,3,7,0,0
C00206,2023-11-25,Billing,Response time was a bit slower than last time I called.,2,13,0,1
C00206,2024-04-07,Outage,I am going to leave a public review warning everyone about this company.,5,22,1,0
C00206,2024-08-12,Account Management,I waited longer than usual for a callback but it came eventually.,2,4,0,0
C00206,2024-10-25,Account Management,Response time was a bit slower than last time I called.,2,4,1,1
C00207,2023-09-25,Outage,I waited longer than usual for a callback but it came eventually.,2,2,1,1
C00207,2022-10-02,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,13,1,1
C00208,2022-03-26,Outage,The technician did not show up at the agreed time without any notice.,3,11,0,1
C00209,2022-03-06,Billing,I want to switch to paperless billing.,1,4,0,1
C00209,2023-04-05,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,10,1,1
C00210,2022-02-17,Account Management,My bill has errors and I have had to call twice about the same issue.,3,6,0,0
C00210,2023-05-16,Outage,I would like to know my current contract end date.,1,6,0,1
C00210,2022-12-11,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,1,0,0
C00211,2023-10-06,Service Quality,I took a day off work for the technician and nobody came.,4,7,0,0
C00211,2023-02-01,Billing,My power has been out for two days and nobody has given me an update.,4,12,1,0
C00211,2023-01-15,Billing,This is the third billing error in a row. I am losing patience.,4,9,1,0
C00212,2023-12-20,Billing,The level of service I am receiving is completely unacceptable.,4,16,1,0
C00213,2023-04-04,Technical,I was treated rudely on my last call and I want this addressed.,4,17,0,1
C00213,2024-03-28,Meter Reading,Calling to update my billing address.,1,6,0,1
C00213,2022-12-16,Billing,I was on hold for about 20 minutes which felt long.,2,13,0,1
C00213,2023-09-03,Outage,My meter reading submission didn't go through on the first try.,2,11,1,0
C00213,2024-04-15,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,4,1,1
C00213,2022-02-23,Outage,I waited longer than usual for a callback but it came eventually.,2,13,0,1
C00213,2023-04-18,Technical,I am considering switching providers if this is not fixed immediately.,4,5,1,0
C00215,2023-11-26,Account Management,The technician arrived a bit late but did a good job.,2,14,0,1
C00216,2024-02-11,Service Quality,The technician arrived a bit late but did a good job.,2,9,0,1
C00216,2024-06-27,Meter Reading,The technician arrived a bit late but did a good job.,2,5,0,1
C00216,2024-11-06,Account Management,The technician arrived a bit late but did a good job.,2,7,0,1
C00216,2024-11-09,Service Quality,The customer service agent I spoke to was not very helpful.,3,19,0,1
C00216,2024-02-16,Service Quality,I want to cancel my account. I have had enough of this terrible service.,5,19,1,0
C00217,2022-10-03,Technical,I would like to check my current balance please.,1,8,0,1
C00219,2022-01-28,Account Management,I have been waiting over a week for someone to call me back.,3,11,0,0
C00219,2022-01-09,Billing,I would like to know my current contract end date.,1,3,0,1
C00219,2022-08-17,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,6,1,1
C00219,2022-12-13,Billing,I was treated rudely on my last call and I want this addressed.,4,18,1,1
C00219,2022-06-27,Technical,The website was slow when I tried to log in yesterday.,2,11,0,0
C00220,2024-03-26,Service Quality,I had trouble navigating the new online portal at first.,2,13,1,1
C00220,2024-11-16,Billing,I have been without power for five days and your team does not care at all.,5,22,1,1
C00221,2023-03-02,Outage,This is the third billing error in a row. I am losing patience.,4,16,0,0
C00221,2023-01-13,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,18,1,1
C00221,2024-07-09,Billing,I need to change my contact phone number on the account.,1,1,0,1
C00221,2022-09-13,Billing,Quick question about the new tariff letter I received.,1,7,0,1
C00222,2023-12-18,Billing,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00222,2023-07-02,Account Management,I have been trying to get this resolved for two weeks now.,3,13,0,0
C00222,2024-05-25,Technical,My bill has errors and I have had to call twice about the same issue.,3,14,0,0
C00223,2024-01-04,Outage,I need to change my contact phone number on the account.,1,1,0,1
C00223,2024-06-17,Account Management,Can you confirm my direct debit amount?,1,9,0,1
C00223,2024-10-09,Technical,I have been trying to get this resolved for two weeks now.,3,18,1,1
C00224,2024-11-28,Service Quality,Could you send me a copy of last month's bill?,1,1,0,1
C00224,2024-12-02,Technical,My bill was slightly higher than I expected this month.,2,8,0,1
C00225,2022-04-23,Account Management,The online chat bot could not help me and I had to call anyway.,3,18,0,0
C00227,2024-08-06,Billing,I am going to leave a public review warning everyone about this company.,5,1,0,0
C00227,2024-07-26,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,12,1,0
C00228,2022-05-23,Outage,I am considering switching providers if this is not fixed immediately.,4,14,0,0
C00228,2024-05-08,Meter Reading,I was treated rudely on my last call and I want this addressed.,4,7,1,0
C00228,2024-12-02,Billing,I was on hold for about 20 minutes which felt long.,2,13,0,1
C00229,2024-07-12,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,8,0,1
C00229,2022-07-19,Billing,I had trouble navigating the new online portal at first.,2,12,0,1
C00230,2022-11-19,Meter Reading,My power has been out for two days and nobody has given me an update.,4,17,0,1
C00230,2024-04-15,Meter Reading,My bill was slightly higher than I expected this month.,2,14,0,1
C00230,2024-04-18,Meter Reading,Calling to update my billing address.,1,3,0,0
C00231,2022-09-09,Technical,Nobody in your company seems to take responsibility for anything.,4,1,1,0
C00231,2022-07-12,Service Quality,I am not satisfied with how my previous complaint was handled.,3,16,0,1
C00232,2023-07-09,Technical,The website was slow when I tried to log in yesterday.,2,7,0,1
